AutoKL size: 79.779MB
FM size: 146.007MB
offset model size: 0.0000038147MB
Exp path: ./saved_info/latent_flow/celeba_256/celeb256_f8_adm_ema
epoch 0 iteration0, Loss: 1.7675968408584595, Train Steps/Sec: 0.15
epoch 113 iteration100, Loss: 0.6476901173591614, Train Steps/Sec: 1.10
epoch 113 iteration200, Loss: 0.6696003675460815, Train Steps/Sec: 1.10
epoch 114 iteration0, Loss: 0.6757775545120239, Train Steps/Sec: 1.07
epoch 114 iteration100, Loss: 0.6816369891166687, Train Steps/Sec: 1.10
epoch 114 iteration200, Loss: 0.663054883480072, Train Steps/Sec: 1.10
epoch 115 iteration0, Loss: 0.6645709276199341, Train Steps/Sec: 1.07
epoch 115 iteration100, Loss: 0.6720992922782898, Train Steps/Sec: 1.10
epoch 115 iteration200, Loss: 0.6433480381965637, Train Steps/Sec: 1.10
Finish sampling
epoch 116 iteration0, Loss: 0.6688898801803589, Train Steps/Sec: 1.03
epoch 116 iteration100, Loss: 0.6694396138191223, Train Steps/Sec: 1.10
epoch 116 iteration200, Loss: 0.6465179920196533, Train Steps/Sec: 1.10
epoch 117 iteration0, Loss: 0.657561182975769, Train Steps/Sec: 1.07
epoch 117 iteration100, Loss: 0.6496998071670532, Train Steps/Sec: 1.10
epoch 117 iteration200, Loss: 0.6560767889022827, Train Steps/Sec: 1.10
epoch 118 iteration0, Loss: 0.663371205329895, Train Steps/Sec: 1.07
epoch 118 iteration100, Loss: 0.6585906744003296, Train Steps/Sec: 1.10
epoch 118 iteration200, Loss: 0.6733443737030029, Train Steps/Sec: 1.10
epoch 119 iteration0, Loss: 0.6550006866455078, Train Steps/Sec: 1.07
epoch 119 iteration100, Loss: 0.66731196641922, Train Steps/Sec: 1.10
epoch 119 iteration200, Loss: 0.6890645623207092, Train Steps/Sec: 1.10
epoch 120 iteration0, Loss: 0.6520662307739258, Train Steps/Sec: 1.07
epoch 120 iteration100, Loss: 0.6981189250946045, Train Steps/Sec: 1.10
epoch 120 iteration200, Loss: 0.6574586033821106, Train Steps/Sec: 1.10
Finish sampling
Saving content.
epoch 121 iteration0, Loss: 0.6857325434684753, Train Steps/Sec: 0.93
epoch 121 iteration100, Loss: 0.6652810573577881, Train Steps/Sec: 1.10
epoch 121 iteration200, Loss: 0.656308114528656, Train Steps/Sec: 1.10
epoch 122 iteration0, Loss: 0.6689528822898865, Train Steps/Sec: 1.07
epoch 122 iteration100, Loss: 0.6942036747932434, Train Steps/Sec: 1.10
epoch 122 iteration200, Loss: 0.6721649765968323, Train Steps/Sec: 1.10
epoch 123 iteration0, Loss: 0.6667014360427856, Train Steps/Sec: 1.07
epoch 123 iteration100, Loss: 0.6500316858291626, Train Steps/Sec: 1.10
epoch 123 iteration200, Loss: 0.6725379824638367, Train Steps/Sec: 1.10
epoch 124 iteration0, Loss: 0.664803683757782, Train Steps/Sec: 1.07
epoch 124 iteration100, Loss: 0.6425491571426392, Train Steps/Sec: 1.10
epoch 124 iteration200, Loss: 0.6831153035163879, Train Steps/Sec: 1.10
epoch 125 iteration0, Loss: 0.6629427075386047, Train Steps/Sec: 1.07
epoch 125 iteration100, Loss: 0.6884110569953918, Train Steps/Sec: 1.10
epoch 125 iteration200, Loss: 0.6784538626670837, Train Steps/Sec: 1.10
Finish sampling
epoch 126 iteration0, Loss: 0.6733109951019287, Train Steps/Sec: 0.99
epoch 126 iteration100, Loss: 0.6655629277229309, Train Steps/Sec: 1.10
epoch 126 iteration200, Loss: 0.6589689254760742, Train Steps/Sec: 1.10
epoch 127 iteration0, Loss: 0.6762005090713501, Train Steps/Sec: 1.07
epoch 127 iteration100, Loss: 0.6815072298049927, Train Steps/Sec: 1.10
epoch 127 iteration200, Loss: 0.6700122952461243, Train Steps/Sec: 1.10
epoch 128 iteration0, Loss: 0.6453627943992615, Train Steps/Sec: 1.07
epoch 128 iteration100, Loss: 0.6529898047447205, Train Steps/Sec: 1.10
epoch 128 iteration200, Loss: 0.6516836881637573, Train Steps/Sec: 1.10
epoch 129 iteration0, Loss: 0.6661112904548645, Train Steps/Sec: 1.07
epoch 129 iteration100, Loss: 0.6830648183822632, Train Steps/Sec: 1.10
epoch 129 iteration200, Loss: 0.6921602487564087, Train Steps/Sec: 1.10
epoch 130 iteration0, Loss: 0.7010648250579834, Train Steps/Sec: 1.07
epoch 130 iteration100, Loss: 0.6766051054000854, Train Steps/Sec: 1.10
epoch 130 iteration200, Loss: 0.6851834058761597, Train Steps/Sec: 1.10
Finish sampling
Saving content.
epoch 131 iteration0, Loss: 0.6935076117515564, Train Steps/Sec: 0.94
epoch 131 iteration100, Loss: 0.6323711276054382, Train Steps/Sec: 1.10
epoch 131 iteration200, Loss: 0.658993124961853, Train Steps/Sec: 1.10
